elapsed_s,wall_clock,channel,value,valid
665.197,23:21:44.091,noise,42.3,1
668.276,23:21:47.171,temperature,20.66,1
668.276,23:21:47.171,humidity,60.42,1
668.276,23:21:47.171,noise,49.2,1
671.408,23:21:50.303,temperature,20.66,1
671.408,23:21:50.303,humidity,60.41,1
671.408,23:21:50.303,noise,49.0,1
674.487,23:21:53.382,temperature,20.64,1
674.487,23:21:53.382,humidity,60.41,1
674.487,23:21:53.382,noise,45.4,1
677.564,23:21:56.459,temperature,20.59,1
677.564,23:21:56.459,humidity,60.34,1
677.564,23:21:56.459,noise,75.6,1
680.692,23:21:59.587,temperature,20.54,1
680.692,23:21:59.587,humidity,60.29,1
680.692,23:21:59.587,noise,50.6,1
683.769,23:22:02.664,temperature,20.55,1
683.769,23:22:02.664,humidity,60.25,1
683.770,23:22:02.664,noise,48.1,1
686.848,23:22:05.743,temperature,20.5,1
686.848,23:22:05.743,humidity,60.12,1
686.848,23:22:05.743,noise,42.9,1
689.927,23:22:08.822,temperature,20.46,1
689.928,23:22:08.822,humidity,59.99,1
689.978,23:22:08.873,noise,47.2,1
693.058,23:22:11.953,temperature,20.4,1
693.058,23:22:11.953,humidity,59.91,1
693.058,23:22:11.953,noise,48.7,1
696.135,23:22:15.030,temperature,20.34,1
696.135,23:22:15.030,humidity,59.87,1
696.135,23:22:15.030,noise,52.0,1
699.215,23:22:18.110,temperature,20.31,1
699.215,23:22:18.110,humidity,59.78,1
699.215,23:22:18.110,noise,46.7,1
702.344,23:22:21.239,temperature,20.26,1
702.344,23:22:21.239,humidity,59.77,1
702.344,23:22:21.239,noise,46.0,1
705.424,23:22:24.319,temperature,20.2,1
705.424,23:22:24.319,humidity,59.71,1
705.424,23:22:24.319,noise,42.2,1
708.501,23:22:27.396,temperature,20.18,1
708.502,23:22:27.396,humidity,59.61,1
708.502,23:22:27.396,noise,44.5,1
711.631,23:22:30.525,temperature,20.12,1
711.631,23:22:30.525,humidity,59.56,1
711.631,23:22:30.525,noise,47.0,1
714.708,23:22:33.603,temperature,20.1,1
714.708,23:22:33.603,humidity,59.58,1
714.708,23:22:33.603,noise,45.3,1
717.787,23:22:36.682,temperature,20.08,1
717.787,23:22:36.682,humidity,59.57,1
717.787,23:22:36.682,noise,43.0,1
720.871,23:22:39.765,temperature,20.04,1
720.871,23:22:39.765,humidity,59.48,1
720.921,23:22:39.816,noise,49.6,1
724.003,23:22:42.898,temperature,20.02,1
724.003,23:22:42.898,humidity,59.47,1
724.003,23:22:42.898,noise,45.9,1
727.082,23:22:45.976,temperature,19.97,1
727.082,23:22:45.977,humidity,59.41,1
727.082,23:22:45.977,noise,43.2,1
730.160,23:22:49.055,temperature,19.95,1
730.160,23:22:49.055,humidity,59.36,1
730.160,23:22:49.055,noise,44.9,1
733.289,23:22:52.183,temperature,19.89,1
733.289,23:22:52.184,humidity,59.23,1
733.289,23:22:52.184,noise,52.3,1
736.368,23:22:55.263,temperature,19.86,1
736.368,23:22:55.263,humidity,59.19,1
736.368,23:22:55.263,noise,47.2,1
739.449,23:22:58.344,temperature,19.85,1
739.449,23:22:58.344,humidity,59.08,1
739.449,23:22:58.344,noise,49.3,1
742.530,23:23:01.425,temperature,19.8,1
742.530,23:23:01.425,humidity,59.07,1
742.581,23:23:01.476,noise,48.9,1
745.661,23:23:04.556,temperature,19.77,1
745.661,23:23:04.556,humidity,59.0,1
745.661,23:23:04.556,noise,44.4,1
748.739,23:23:07.634,temperature,19.77,1
748.739,23:23:07.634,humidity,58.93,1
748.739,23:23:07.634,noise,44.2,1
751.818,23:23:10.713,temperature,19.74,1
751.818,23:23:10.713,humidity,58.94,1
751.818,23:23:10.713,noise,46.7,1
754.946,23:23:13.841,temperature,19.73,1
754.946,23:23:13.841,humidity,58.91,1
754.946,23:23:13.841,noise,43.6,1
758.024,23:23:16.918,temperature,19.71,1
758.024,23:23:16.919,humidity,58.77,1
758.024,23:23:16.919,noise,46.5,1
761.103,23:23:19.998,temperature,19.67,1
761.103,23:23:19.998,humidity,58.7,1
761.103,23:23:19.998,noise,45.8,1
764.232,23:23:23.126,temperature,19.66,1
764.232,23:23:23.126,humidity,58.62,1
764.232,23:23:23.126,noise,46.3,1
767.309,23:23:26.203,temperature,19.63,1
767.309,23:23:26.203,humidity,58.57,1
767.309,23:23:26.203,noise,47.2,1
770.389,23:23:29.284,temperature,19.6,1
770.390,23:23:29.284,humidity,58.44,1
770.390,23:23:29.284,noise,49.1,1
773.515,23:23:32.410,temperature,19.54,1
773.515,23:23:32.410,humidity,58.31,1
773.515,23:23:32.410,noise,42.0,1
776.594,23:23:35.489,temperature,19.53,1
776.594,23:23:35.489,humidity,58.22,1
776.595,23:23:35.489,noise,46.0,1
779.676,23:23:38.571,temperature,19.51,1
779.676,23:23:38.571,humidity,58.08,1
779.676,23:23:38.571,noise,40.9,1
782.759,23:23:41.654,temperature,19.46,1
782.759,23:23:41.654,humidity,57.97,1
782.759,23:23:41.654,noise,44.9,1
785.889,23:23:44.783,temperature,19.49,1
785.889,23:23:44.783,humidity,58.02,1
785.889,23:23:44.783,noise,46.8,1
788.963,23:23:47.857,temperature,19.48,1
788.963,23:23:47.858,humidity,57.92,1
788.963,23:23:47.858,noise,43.0,1
792.041,23:23:50.936,temperature,19.47,1
792.041,23:23:50.936,humidity,57.84,1
792.041,23:23:50.936,noise,47.7,1
795.173,23:23:54.068,temperature,19.53,1
795.173,23:23:54.068,humidity,57.79,1
795.173,23:23:54.068,noise,41.8,1
798.255,23:23:57.149,temperature,19.45,1
798.255,23:23:57.149,humidity,57.65,1
798.255,23:23:57.150,noise,48.2,1
801.336,23:24:00.231,temperature,19.45,1
801.336,23:24:00.231,humidity,57.55,1
801.336,23:24:00.231,noise,48.3,1
804.417,23:24:03.312,temperature,19.43,1
804.417,23:24:03.312,humidity,57.42,1
804.417,23:24:03.312,noise,50.3,1
807.543,23:24:06.438,temperature,19.39,1
807.543,23:24:06.438,humidity,57.31,1
807.543,23:24:06.438,noise,47.3,1
810.622,23:24:09.517,temperature,19.34,1
810.622,23:24:09.517,humidity,57.18,1
810.622,23:24:09.517,noise,44.4,1
813.704,23:24:12.599,temperature,19.3,1
813.704,23:24:12.599,humidity,57.05,1
813.704,23:24:12.599,noise,50.0,1
816.835,23:24:15.730,temperature,19.26,1
816.835,23:24:15.730,humidity,56.97,1
816.835,23:24:15.730,noise,47.2,1
819.916,23:24:18.811,temperature,19.22,1
819.916,23:24:18.811,humidity,56.9,1
819.916,23:24:18.811,noise,50.3,1
822.993,23:24:21.888,temperature,19.24,1
822.993,23:24:21.888,humidity,56.87,1
822.993,23:24:21.888,noise,46.1,1
826.074,23:24:24.968,temperature,19.22,1
826.074,23:24:24.968,humidity,56.85,1
826.125,23:24:25.019,noise,53.2,1
829.202,23:24:28.096,temperature,19.19,1
829.202,23:24:28.096,humidity,56.91,1
829.202,23:24:28.096,noise,53.8,1
832.280,23:24:31.175,temperature,19.23,1
832.280,23:24:31.175,humidity,56.97,1
832.280,23:24:31.175,noise,51.4,1
835.359,23:24:34.253,temperature,19.22,1
835.359,23:24:34.253,humidity,57.08,1
835.359,23:24:34.253,noise,49.9,1
838.486,23:24:37.381,temperature,19.2,1
838.486,23:24:37.381,humidity,57.26,1
838.486,23:24:37.381,noise,40.7,1
841.564,23:24:40.459,temperature,19.21,1
841.564,23:24:40.459,humidity,57.41,1
841.564,23:24:40.459,noise,52.8,1
844.643,23:24:43.538,temperature,19.2,1
844.643,23:24:43.538,humidity,57.59,1
844.643,23:24:43.538,noise,51.5,1
847.770,23:24:46.665,temperature,19.21,1
847.770,23:24:46.665,humidity,57.84,1
847.770,23:24:46.665,noise,42.9,1
850.853,23:24:49.747,temperature,19.22,1
850.853,23:24:49.748,humidity,57.98,1
850.853,23:24:49.748,noise,47.3,1
853.932,23:24:52.827,temperature,19.23,1
853.933,23:24:52.827,humidity,58.24,1
853.933,23:24:52.827,noise,45.4,1
857.010,23:24:55.905,temperature,19.22,1
857.060,23:24:55.955,humidity,58.5,1
857.060,23:24:55.955,noise,47.7,1
860.140,23:24:59.034,temperature,19.27,1
860.140,23:24:59.034,humidity,58.71,1
860.140,23:24:59.034,noise,51.0,1
863.218,23:25:02.113,temperature,19.29,1
863.218,23:25:02.113,humidity,58.87,1
863.218,23:25:02.113,noise,53.9,1
866.296,23:25:05.190,temperature,19.3,1
866.296,23:25:05.190,humidity,59.0,1
866.346,23:25:05.241,noise,46.8,1
869.425,23:25:08.320,temperature,19.32,1
869.425,23:25:08.320,humidity,59.21,1
869.425,23:25:08.320,noise,44.3,1
872.504,23:25:11.399,temperature,19.33,1
872.504,23:25:11.399,humidity,59.42,1
872.504,23:25:11.399,noise,46.3,1
875.583,23:25:14.478,temperature,19.35,1
875.583,23:25:14.478,humidity,59.57,1
875.583,23:25:14.478,noise,48.1,1
878.712,23:25:17.607,temperature,19.38,1
878.712,23:25:17.607,humidity,59.74,1
878.712,23:25:17.607,noise,52.2,1
881.790,23:25:20.685,temperature,19.37,1
881.790,23:25:20.685,humidity,60.03,1
881.790,23:25:20.685,noise,50.4,1
884.870,23:25:23.764,temperature,19.37,1
884.870,23:25:23.764,humidity,60.23,1
884.870,23:25:23.764,noise,51.3,1
888.000,23:25:26.894,temperature,19.38,1
888.000,23:25:26.894,humidity,60.45,1
888.000,23:25:26.894,noise,51.9,1
891.080,23:25:29.974,temperature,19.43,1
891.080,23:25:29.974,humidity,60.57,1
891.080,23:25:29.974,noise,49.6,1
894.157,23:25:33.051,temperature,19.45,1
894.157,23:25:33.052,humidity,60.8,1
894.157,23:25:33.052,noise,51.3,1
897.238,23:25:36.133,temperature,19.48,1
897.238,23:25:36.133,humidity,60.98,1
897.288,23:25:36.183,noise,45.7,1
900.367,23:25:39.262,temperature,19.48,1
900.367,23:25:39.262,humidity,61.08,1
900.367,23:25:39.262,noise,42.7,1
903.445,23:25:42.340,temperature,19.52,1
903.445,23:25:42.340,humidity,61.19,1
903.445,23:25:42.340,noise,45.4,1
906.524,23:25:45.419,temperature,19.55,1
906.524,23:25:45.419,humidity,61.28,1
906.524,23:25:45.419,noise,46.4,1
909.655,23:25:48.549,temperature,19.56,1
909.655,23:25:48.550,humidity,61.4,1
909.655,23:25:48.550,noise,44.6,1
912.733,23:25:51.628,temperature,19.58,1
912.733,23:25:51.628,humidity,61.5,1
912.733,23:25:51.628,noise,41.8,1
915.811,23:25:54.706,temperature,19.61,1
915.811,23:25:54.706,humidity,61.56,1
915.811,23:25:54.706,noise,49.0,1
918.894,23:25:57.789,temperature,19.63,1
918.944,23:25:57.839,humidity,61.67,1
918.945,23:25:57.839,noise,41.2,1
922.023,23:26:00.918,temperature,19.65,1
922.023,23:26:00.918,humidity,61.74,1
922.023,23:26:00.918,noise,43.7,1
925.102,23:26:03.997,temperature,19.65,1
925.102,23:26:03.997,humidity,61.88,1
925.102,23:26:03.997,noise,41.3,1
928.182,23:26:07.076,temperature,19.69,1
928.182,23:26:07.076,humidity,62.03,1
928.232,23:26:07.127,noise,48.7,1
931.312,23:26:10.207,temperature,19.72,1
931.312,23:26:10.207,humidity,62.2,1
931.312,23:26:10.207,noise,44.5,1
934.392,23:26:13.287,temperature,19.75,1
934.392,23:26:13.287,humidity,62.29,1
934.392,23:26:13.287,noise,50.1,1
937.472,23:26:16.367,temperature,19.78,1
937.472,23:26:16.367,humidity,62.41,1
937.472,23:26:16.367,noise,43.9,1
940.552,23:26:19.446,temperature,19.81,1
940.602,23:26:19.497,humidity,62.53,1
940.602,23:26:19.497,noise,44.9,1
943.682,23:26:22.577,temperature,19.84,1
943.682,23:26:22.577,humidity,62.62,1
943.682,23:26:22.577,noise,48.6,1
946.762,23:26:25.657,temperature,19.85,1
946.762,23:26:25.657,humidity,62.7,1
946.762,23:26:25.657,noise,50.2,1
949.842,23:26:28.737,temperature,19.88,1
949.842,23:26:28.737,humidity,62.79,1
949.842,23:26:28.737,noise,43.4,1
952.972,23:26:31.867,temperature,19.9,1
952.972,23:26:31.867,humidity,62.84,1
952.972,23:26:31.867,noise,48.5,1
956.053,23:26:34.947,temperature,19.9,1
956.053,23:26:34.947,humidity,62.99,1
956.053,23:26:34.947,noise,49.5,1
959.131,23:26:38.025,temperature,19.92,1
959.131,23:26:38.025,humidity,63.11,1
959.131,23:26:38.025,noise,46.7,1
962.260,23:26:41.155,temperature,19.94,1
962.260,23:26:41.155,humidity,63.26,1
962.260,23:26:41.155,noise,48.3,1
965.339,23:26:44.234,temperature,19.96,1
965.339,23:26:44.234,humidity,63.37,1
965.339,23:26:44.234,noise,45.4,1
968.417,23:26:47.312,temperature,19.98,1
968.417,23:26:47.312,humidity,63.44,1
968.417,23:26:47.312,noise,48.1,1
971.495,23:26:50.389,temperature,20.01,1
971.545,23:26:50.440,humidity,63.57,1
971.546,23:26:50.440,noise,49.6,1
974.624,23:26:53.519,temperature,20.03,1
974.624,23:26:53.519,humidity,63.71,1
974.624,23:26:53.519,noise,48.9,1
977.702,23:26:56.597,temperature,20.04,1
977.702,23:26:56.597,humidity,63.86,1
977.702,23:26:56.597,noise,45.9,1
980.778,23:26:59.673,temperature,20.05,1
980.778,23:26:59.673,humidity,63.94,1
980.829,23:26:59.724,noise,44.6,1
983.906,23:27:02.801,temperature,20.09,1
983.906,23:27:02.801,humidity,64.02,1
983.906,23:27:02.801,noise,42.7,1
986.984,23:27:05.879,temperature,20.12,1
986.984,23:27:05.879,humidity,64.13,1
986.984,23:27:05.879,noise,49.5,1
990.062,23:27:08.957,temperature,20.11,1
990.063,23:27:08.957,humidity,64.22,1
990.113,23:27:09.008,noise,49.4,1
993.189,23:27:12.084,temperature,20.17,1
993.189,23:27:12.084,humidity,64.33,1
993.189,23:27:12.084,noise,47.1,1
996.268,23:27:15.163,temperature,20.17,1
996.268,23:27:15.163,humidity,64.38,1
996.268,23:27:15.163,noise,47.9,1
999.346,23:27:18.241,temperature,20.18,1
999.346,23:27:18.241,humidity,64.46,1
999.397,23:27:18.292,noise,47.0,1
1002.476,23:27:21.371,temperature,20.21,1
1002.476,23:27:21.371,humidity,64.56,1
1002.476,23:27:21.371,noise,43.4,1
1005.552,23:27:24.447,temperature,20.25,1
1005.552,23:27:24.447,humidity,64.69,1
1005.552,23:27:24.447,noise,41.4,1
1008.629,23:27:27.524,temperature,20.24,1
1008.629,23:27:27.524,humidity,64.75,1
1008.680,23:27:27.575,noise,40.4,1
1011.760,23:27:30.655,temperature,20.28,1
1011.760,23:27:30.655,humidity,64.83,1
1011.760,23:27:30.655,noise,40.3,1
1014.841,23:27:33.736,temperature,20.3,1
1014.841,23:27:33.736,humidity,64.94,1
1014.841,23:27:33.736,noise,43.7,1
1017.921,23:27:36.815,temperature,20.32,1
1017.921,23:27:36.815,humidity,65.06,1
1017.921,23:27:36.815,noise,41.6,1
1021.049,23:27:39.944,temperature,20.36,1
1021.049,23:27:39.944,humidity,65.11,1
1021.049,23:27:39.944,noise,40.3,1
1024.125,23:27:43.020,temperature,20.35,1
1024.125,23:27:43.020,humidity,65.16,1
1024.125,23:27:43.020,noise,40.6,1
1027.204,23:27:46.099,temperature,20.39,1
1027.204,23:27:46.099,humidity,65.3,1
1027.204,23:27:46.099,noise,40.2,1
1030.332,23:27:49.227,temperature,20.44,1
1030.332,23:27:49.227,humidity,65.39,1
1030.332,23:27:49.227,noise,40.3,1
1033.410,23:27:52.305,temperature,20.45,1
1033.410,23:27:52.305,humidity,65.48,1
1033.410,23:27:52.305,noise,40.3,1
1036.489,23:27:55.384,temperature,20.44,1
1036.489,23:27:55.384,humidity,65.63,1
1036.489,23:27:55.384,noise,41.6,1
1039.566,23:27:58.461,temperature,20.48,1
1039.617,23:27:58.511,humidity,65.75,1
1039.617,23:27:58.512,noise,41.7,1
1042.695,23:28:01.590,temperature,20.49,1
1042.695,23:28:01.590,humidity,65.83,1
1042.695,23:28:01.590,noise,41.5,1
1045.775,23:28:04.670,temperature,20.52,1
1045.775,23:28:04.670,humidity,65.92,1
1045.775,23:28:04.670,noise,40.4,1
1048.855,23:28:07.750,temperature,20.53,1
1048.855,23:28:07.750,humidity,65.97,1
1048.855,23:28:07.750,noise,40.1,1
1051.984,23:28:10.879,temperature,20.55,1
1051.984,23:28:10.879,humidity,66.02,1
1051.984,23:28:10.879,noise,42.7,1
1055.062,23:28:13.957,temperature,20.56,1
1055.062,23:28:13.957,humidity,66.13,1
1055.062,23:28:13.957,noise,44.1,1
1058.138,23:28:17.033,temperature,20.58,1
1058.138,23:28:17.033,humidity,66.22,1
1058.138,23:28:17.033,noise,40.2,1
1061.268,23:28:20.162,temperature,20.59,1
1061.268,23:28:20.163,humidity,66.29,1
1061.268,23:28:20.163,noise,42.7,1
1064.347,23:28:23.242,temperature,20.62,1
1064.347,23:28:23.242,humidity,66.35,1
1064.347,23:28:23.242,noise,46.2,1
1067.426,23:28:26.321,temperature,20.63,1
1067.426,23:28:26.321,humidity,66.47,1
1067.426,23:28:26.321,noise,41.7,1
1070.506,23:28:29.401,temperature,20.66,1
1070.557,23:28:29.452,humidity,66.53,1
1070.557,23:28:29.452,noise,41.1,1
1073.635,23:28:32.529,temperature,20.68,1
1073.635,23:28:32.529,humidity,66.64,1
1073.635,23:28:32.529,noise,41.4,1
1076.711,23:28:35.605,temperature,20.73,1
1076.711,23:28:35.605,humidity,66.72,1
1076.711,23:28:35.605,noise,41.5,1
1079.789,23:28:38.684,temperature,20.73,1
1079.840,23:28:38.735,humidity,66.86,1
1079.840,23:28:38.735,noise,57.7,1
1082.920,23:28:41.815,temperature,20.75,1
1082.920,23:28:41.815,humidity,66.95,1
1082.920,23:28:41.815,noise,44.6,1
1086.001,23:28:44.896,temperature,20.77,1
1086.001,23:28:44.896,humidity,67.0,1
1086.001,23:28:44.896,noise,46.9,1
1089.082,23:28:47.977,temperature,20.76,1
1089.082,23:28:47.977,humidity,67.16,1
1089.083,23:28:47.977,noise,49.5,1
1092.211,23:28:51.105,temperature,20.8,1
1092.211,23:28:51.105,humidity,67.28,1
1092.211,23:28:51.105,noise,50.4,1
1095.290,23:28:54.185,temperature,20.81,1
1095.290,23:28:54.185,humidity,67.37,1
1095.290,23:28:54.185,noise,42.8,1
1098.368,23:28:57.263,temperature,20.82,1
1098.368,23:28:57.263,humidity,67.39,1
1098.368,23:28:57.263,noise,49.8,1
1101.498,23:29:00.392,temperature,20.84,1
1101.498,23:29:00.392,humidity,67.46,1
1101.498,23:29:00.392,noise,45.8,1
1104.574,23:29:03.469,temperature,20.86,1
1104.574,23:29:03.469,humidity,67.56,1
1104.574,23:29:03.469,noise,43.1,1
1107.653,23:29:06.548,temperature,20.88,1
1107.653,23:29:06.548,humidity,67.62,1
1107.653,23:29:06.548,noise,50.6,1
1110.731,23:29:09.626,temperature,20.87,1
1110.782,23:29:09.676,humidity,67.71,1
1110.782,23:29:09.676,noise,49.8,1
1113.861,23:29:12.756,temperature,20.9,1
1113.861,23:29:12.756,humidity,67.85,1
1113.861,23:29:12.756,noise,50.9,1
1116.944,23:29:15.839,temperature,20.91,1
1116.944,23:29:15.839,humidity,67.96,1
1116.944,23:29:15.839,noise,45.7,1
1120.023,23:29:18.918,temperature,20.93,1
1120.023,23:29:18.918,humidity,68.06,1
1120.023,23:29:18.918,noise,49.9,1
1123.155,23:29:22.049,temperature,20.94,1
1123.155,23:29:22.049,humidity,68.18,1
1123.155,23:29:22.049,noise,48.7,1
1126.232,23:29:25.127,temperature,20.96,1
1126.232,23:29:25.127,humidity,68.31,1
1126.232,23:29:25.127,noise,45.7,1
1129.312,23:29:28.206,temperature,20.94,1
1129.312,23:29:28.206,humidity,68.34,1
1129.312,23:29:28.206,noise,50.8,1
1132.391,23:29:31.286,temperature,21.0,1
1132.441,23:29:31.336,humidity,68.48,1
1132.441,23:29:31.336,noise,47.3,1
1135.521,23:29:34.415,temperature,20.99,1
1135.521,23:29:34.415,humidity,68.57,1
1135.521,23:29:34.415,noise,49.3,1
1138.597,23:29:37.492,temperature,21.0,1
1138.597,23:29:37.492,humidity,68.62,1
1138.597,23:29:37.492,noise,48.5,1
1141.678,23:29:40.572,temperature,21.0,1
1141.678,23:29:40.572,humidity,68.71,1
1141.728,23:29:40.623,noise,44.2,1
1144.808,23:29:43.703,temperature,21.01,1
1144.808,23:29:43.703,humidity,68.79,1
1144.808,23:29:43.703,noise,47.9,1
1147.888,23:29:46.783,temperature,21.02,1
1147.888,23:29:46.783,humidity,68.88,1
1147.888,23:29:46.783,noise,44.6,1
1150.971,23:29:49.865,temperature,21.04,1
1150.971,23:29:49.865,humidity,68.96,1
1150.971,23:29:49.865,noise,40.4,1
1154.052,23:29:52.947,temperature,21.04,1
1154.052,23:29:52.947,humidity,69.04,1
1154.103,23:29:52.998,noise,43.6,1
1157.180,23:29:56.075,temperature,21.06,1
1157.180,23:29:56.075,humidity,69.12,1
1157.180,23:29:56.075,noise,48.5,1
1160.257,23:29:59.152,temperature,21.06,1
1160.257,23:29:59.152,humidity,69.22,1
1160.257,23:29:59.152,noise,46.1,1
1163.334,23:30:02.229,temperature,21.09,1
1163.334,23:30:02.229,humidity,69.29,1
1163.385,23:30:02.280,noise,43.2,1
1166.463,23:30:05.358,temperature,21.12,1
1166.463,23:30:05.358,humidity,69.35,1
1166.463,23:30:05.358,noise,40.4,1
1169.541,23:30:08.436,temperature,21.14,1
1169.541,23:30:08.436,humidity,69.39,1
1169.541,23:30:08.436,noise,40.2,1
1172.621,23:30:11.515,temperature,21.13,1
1172.621,23:30:11.516,humidity,69.41,1
1172.671,23:30:11.566,noise,40.5,1
1175.753,23:30:14.648,temperature,21.18,1
1175.753,23:30:14.648,humidity,69.49,1
1175.753,23:30:14.648,noise,40.2,1
1178.831,23:30:17.726,temperature,21.19,1
1178.831,23:30:17.726,humidity,69.57,1
1178.831,23:30:17.726,noise,40.3,1
1181.910,23:30:20.805,temperature,21.22,1
1181.910,23:30:20.805,humidity,69.6,1
1181.910,23:30:20.805,noise,40.3,1
1185.040,23:30:23.935,temperature,21.24,1
1185.040,23:30:23.935,humidity,69.67,1
1185.040,23:30:23.935,noise,42.1,1
1188.119,23:30:27.013,temperature,21.22,1
1188.119,23:30:27.014,humidity,69.73,1
1188.119,23:30:27.014,noise,44.8,1
1191.199,23:30:30.094,temperature,21.22,1
1191.199,23:30:30.094,humidity,69.81,1
1191.199,23:30:30.094,noise,51.9,1
1194.275,23:30:33.169,temperature,21.23,1
1194.325,23:30:33.220,humidity,69.92,1
1194.325,23:30:33.220,noise,43.2,1
1197.407,23:30:36.301,temperature,21.23,1
1197.407,23:30:36.302,humidity,70.0,1
1197.407,23:30:36.302,noise,43.2,1
1200.485,23:30:39.380,temperature,21.26,1
1200.485,23:30:39.380,humidity,70.08,1
1200.485,23:30:39.380,noise,41.5,1
1203.564,23:30:42.459,temperature,21.27,1
1203.564,23:30:42.459,humidity,70.23,1
1203.564,23:30:42.459,noise,41.8,1
1206.694,23:30:45.588,temperature,21.28,1
1206.694,23:30:45.589,humidity,70.28,1
1206.694,23:30:45.589,noise,42.6,1
1209.772,23:30:48.666,temperature,21.3,1
1209.772,23:30:48.666,humidity,70.34,1
1209.772,23:30:48.666,noise,41.0,1
1212.848,23:30:51.742,temperature,21.29,1
1212.848,23:30:51.743,humidity,70.42,1
1212.848,23:30:51.743,noise,42.5,1
1215.980,23:30:54.875,temperature,21.31,1
1215.980,23:30:54.875,humidity,70.5,1
1215.980,23:30:54.875,noise,42.1,1
1219.059,23:30:57.954,temperature,21.34,1
1219.059,23:30:57.954,humidity,70.52,1
1219.059,23:30:57.954,noise,41.4,1
1222.139,23:31:01.034,temperature,21.36,1
1222.139,23:31:01.034,humidity,70.58,1
1222.139,23:31:01.034,noise,41.1,1
1225.219,23:31:04.113,temperature,21.37,1
1225.219,23:31:04.113,humidity,70.65,1
1225.269,23:31:04.164,noise,41.5,1
1228.347,23:31:07.242,temperature,21.39,1
1228.347,23:31:07.242,humidity,70.64,1
1228.347,23:31:07.242,noise,41.2,1
1231.423,23:31:10.317,temperature,21.4,1
1231.423,23:31:10.318,humidity,70.75,1
1231.423,23:31:10.318,noise,42.4,1
1234.503,23:31:13.397,temperature,21.41,1
1234.503,23:31:13.398,humidity,70.8,1
1234.553,23:31:13.448,noise,42.4,1
1237.633,23:31:16.528,temperature,21.43,1
1237.633,23:31:16.528,humidity,70.77,1
1237.633,23:31:16.528,noise,42.0,1
1240.709,23:31:19.604,temperature,21.44,1
1240.709,23:31:19.604,humidity,70.83,1
1240.709,23:31:19.604,noise,42.6,1
1243.786,23:31:22.681,temperature,21.45,1
1243.786,23:31:22.681,humidity,70.88,1
1243.837,23:31:22.731,noise,40.4,1
1246.912,23:31:25.806,temperature,21.47,1
1246.912,23:31:25.806,humidity,70.97,1
1246.912,23:31:25.806,noise,46.8,1
1249.989,23:31:28.883,temperature,21.46,1
1249.989,23:31:28.883,humidity,71.0,1
1249.989,23:31:28.883,noise,47.2,1
1253.068,23:31:31.963,temperature,21.46,1
1253.068,23:31:31.963,humidity,71.03,1
1253.119,23:31:32.013,noise,44.5,1
1256.200,23:31:35.095,temperature,21.48,1
1256.200,23:31:35.095,humidity,71.1,1
1256.200,23:31:35.095,noise,48.5,1
1259.281,23:31:38.176,temperature,21.49,1
1259.281,23:31:38.176,humidity,71.19,1
1259.281,23:31:38.176,noise,43.8,1
1262.357,23:31:41.252,temperature,21.49,1
1262.357,23:31:41.252,humidity,71.21,1
1262.357,23:31:41.252,noise,40.8,1
1265.486,23:31:44.381,temperature,21.5,1
1265.486,23:31:44.381,humidity,71.24,1
1265.486,23:31:44.381,noise,40.7,1
1268.566,23:31:47.461,temperature,21.53,1
1268.566,23:31:47.461,humidity,71.29,1
1268.566,23:31:47.461,noise,42.1,1
1271.645,23:31:50.540,temperature,21.55,1
1271.645,23:31:50.540,humidity,71.33,1
1271.645,23:31:50.540,noise,46.7,1
1274.725,23:31:53.620,temperature,21.54,1
1274.725,23:31:53.620,humidity,71.42,1
1274.776,23:31:53.671,noise,44.2,1
1277.854,23:31:56.749,temperature,21.57,1
1277.854,23:31:56.749,humidity,71.48,1
1277.854,23:31:56.749,noise,42.1,1
1280.933,23:31:59.828,temperature,21.56,1
1280.933,23:31:59.828,humidity,71.52,1
1280.933,23:31:59.828,noise,46.3,1
1284.010,23:32:02.905,temperature,21.57,1
1284.010,23:32:02.905,humidity,71.54,1
1284.061,23:32:02.956,noise,42.7,1
1287.143,23:32:06.038,temperature,21.6,1
1287.143,23:32:06.038,humidity,71.52,1
1287.144,23:32:06.038,noise,48.1,1
1290.226,23:32:09.121,temperature,21.61,1
1290.226,23:32:09.121,humidity,71.53,1
1290.226,23:32:09.121,noise,42.7,1
1293.306,23:32:12.201,temperature,21.62,1
1293.306,23:32:12.201,humidity,71.56,1
1293.306,23:32:12.201,noise,44.1,1
1296.387,23:32:15.282,temperature,21.66,1
1296.387,23:32:15.282,humidity,71.59,1
1296.387,23:32:15.282,noise,46.4,1
1299.518,23:32:18.413,temperature,21.65,1
1299.518,23:32:18.413,humidity,71.64,1
1299.518,23:32:18.413,noise,49.5,1
1302.601,23:32:21.496,temperature,21.67,1
1302.601,23:32:21.496,humidity,71.67,1
1302.601,23:32:21.496,noise,43.5,1
1305.682,23:32:24.577,temperature,21.66,1
1305.683,23:32:24.577,humidity,71.71,1
1305.683,23:32:24.577,noise,40.9,1
1308.765,23:32:27.660,temperature,21.7,1
1308.766,23:32:27.660,humidity,71.77,1
1308.766,23:32:27.660,noise,41.8,1
1311.894,23:32:30.789,temperature,21.71,1
1311.894,23:32:30.789,humidity,71.83,1
1311.894,23:32:30.789,noise,43.5,1
1314.973,23:32:33.868,temperature,21.69,1
1314.974,23:32:33.868,humidity,71.95,1
1314.974,23:32:33.868,noise,45.0,1
